tipo_cultivo,ubicacion,tamanio,rdto,uso_fertilizantes
Rastrera.,1226,40951,0.851,False
Rastrera.,1217,10445,0.8874,True
Erecta.,1830,34339,0.0285,True
Rastrera.,1767,97828,0.6335,True
Semierecta.,1902,30520,0.5656,True
Rastrera.,1262,4126,0.486,True
Semierecta.,1003,1948,0.5286,True
Rastrera.,1635,2984,0.577,True
Erecta.,1325,6287,0.3301,False
Semierecta.,1391,46775,0.6593,True
Rastrera.,1003,20967,0.6914,True
Semierecta.,1559,291,0.8205,True
Erecta.,1018,3427,0.4254,False
Semierecta.,1381,32979,0.7698,True
Erecta.,1334,35933,0.3792,True
Semierecta.,1161,82811,0.678,True
Semierecta.,1185,16536,0.612,False
Semierecta.,1193,12137,0.4896,True
Semierecta.,1995,64747,0.4058,True
Rastrera.,1845,57575,0.154,False
Rastrera.,1756,31511,0.2622,True
Erecta.,1400,21253,0.107,True
Erecta.,1295,43484,0.3859,True
Erecta.,1532,68383,0.2536,False
Semierecta.,1319,52307,0.3142,True
Semierecta.,1710,50588,0.0064,False
Rastrera.,1758,1123,0.2159,True
Rastrera.,1929,90451,0.8557,True
Erecta.,1300,61117,0.5305,True
Semierecta.,1668,99845,0.203,True
Semierecta.,1341,27562,0.0913,True
Erecta.,1724,24039,0.7853,False
Erecta.,1716,96687,0.6908,False
Erecta.,1414,12754,0.9747,False
Erecta.,1295,37386,0.4975,False
Erecta.,1166,74936,0.5203,False
Rastrera.,1846,66949,0.3517,True
Rastrera.,1422,85561,0.3853,False
Semierecta.,1361,25786,0.552,True
Semierecta.,1842,91342,0.9742,False
Semierecta.,1753,60753,0.6715,False
Semierecta.,1173,7917,0.7781,False
Erecta.,1373,33472,0.5472,False
Rastrera.,1796,45614,0.2455,False
Semierecta.,1337,8169,0.1471,True
Rastrera.,1574,37463,0.8017,True
Semierecta.,1662,95069,0.1832,False
Semierecta.,1212,43201,0.8798,True
Rastrera.,1120,47112,0.305,False
Erecta.,1576,66994,0.7416,False
Rastrera.,1556,70887,0.441,False
Semierecta.,1471,8267,0.4879,True
Semierecta.,1536,50785,0.8884,False
Semierecta.,1792,24583,0.4627,True
Erecta.,1737,49413,0.2023,True
Erecta.,1520,8631,0.0877,False
Erecta.,1376,96231,0.3014,False
Erecta.,1102,49478,0.9301,False
Semierecta.,1866,71084,0.8286,False
Rastrera.,1804,29330,0.7531,True
Rastrera.,1025,36514,0.0516,False
Rastrera.,1872,80379,0.445,True
Rastrera.,1686,15861,0.6568,False
Semierecta.,1470,15093,0.4999,False
Erecta.,1465,2455,0.8495,False
Erecta.,1634,25514,0.9072,False
Rastrera.,1391,91389,0.789,False
Semierecta.,1971,8153,0.643,False
Semierecta.,1941,18004,0.3608,True
Rastrera.,1495,13051,0.1733,True
Semierecta.,1641,69904,0.7749,True
Semierecta.,1988,75439,0.842,False
Rastrera.,1619,19095,0.2119,False
Rastrera.,1614,50986,0.4237,False
Semierecta.,1047,37058,0.8836,False
Rastrera.,1858,83807,0.3131,True
Erecta.,1291,99274,0.5947,True
Semierecta.,1320,39520,0.2411,True
Semierecta.,1313,27925,0.9937,True
Erecta.,1339,18446,0.8857,False
Semierecta.,1967,9459,0.4587,True
Rastrera.,1012,38357,0.5345,True
Rastrera.,1811,21227,0.5723,True
Semierecta.,1690,57575,0.0447,False
Semierecta.,1366,9828,0.9038,True
Rastrera.,1715,79418,0.5772,True
Rastrera.,1651,56558,0.4998,True
Semierecta.,1103,57035,0.1738,True
Semierecta.,1898,13440,0.8377,True
Semierecta.,1288,62030,0.3778,False
Semierecta.,1138,9851,0.633,False
Rastrera.,1260,68202,0.3015,True
Erecta.,1649,93641,0.6442,False
Erecta.,1999,61286,0.3255,False
Semierecta.,1714,9299,0.6688,True
Erecta.,1090,6157,0.5688,True
Rastrera.,1629,31028,0.8411,True
Semierecta.,1427,83558,0.6374,True
Semierecta.,1927,73044,0.0366,True
Semierecta.,1600,97223,0.4055,False
Semierecta.,1681,60291,0.6206,True
Rastrera.,1969,24635,0.7459,True
Erecta.,1456,33997,0.7639,False
Semierecta.,1594,82484,0.3168,True
Semierecta.,1677,85086,0.2138,True
Semierecta.,1423,31037,0.8261,False
Erecta.,1056,13143,0.4017,True
Rastrera.,1031,96816,0.5302,False
Rastrera.,1213,5094,0.1991,False
Erecta.,1932,877,0.0723,True
Rastrera.,1316,90948,0.6658,True
Semierecta.,1164,50637,0.5006,False
Rastrera.,1753,98866,0.9033,False
Erecta.,1653,87801,0.4128,True
Semierecta.,1524,78682,0.1481,False
Semierecta.,1473,92205,0.2971,True
Erecta.,1616,3368,0.162,False
Rastrera.,1113,46930,0.3387,False
Erecta.,1723,83492,0.7301,False
Rastrera.,1618,36735,0.6976,True
Erecta.,1826,54603,0.554,True
Semierecta.,1115,78837,0.1567,False
Rastrera.,1843,45749,0.91,False
Erecta.,1061,99273,0.0114,True
Erecta.,1807,69174,0.4372,False
Rastrera.,1491,73215,0.2241,False
Rastrera.,1254,3459,0.1396,True
Erecta.,1809,40138,0.741,False
Rastrera.,1302,78438,0.9771,False
Rastrera.,1959,48736,0.035,False
Semierecta.,1591,67756,0.6859,True
Semierecta.,1095,58846,0.6699,True
Erecta.,1777,85263,0.6641,False
Semierecta.,1379,21435,0.8362,False
Semierecta.,1414,34280,0.887,True
Erecta.,1805,97817,0.2972,False
Erecta.,1625,23122,0.2716,True
Semierecta.,1282,91478,0.3381,False
Rastrera.,1707,79626,0.0568,False
Erecta.,1017,75880,0.9051,True
Semierecta.,1169,16493,0.5936,False
Semierecta.,1883,6371,0.8882,True
Semierecta.,1594,48136,0.4112,False
Erecta.,1981,25931,0.184,True
Rastrera.,1756,91292,0.1338,True
Erecta.,1923,41684,0.8566,True
Rastrera.,1313,7215,0.7819,True
Erecta.,1621,41205,0.314,True
Erecta.,1563,14724,0.2474,False
Rastrera.,1680,46383,0.3651,True
Erecta.,1259,42243,0.1456,False
Semierecta.,1546,82647,0.8498,False
Rastrera.,1055,73691,0.7686,True
Semierecta.,1809,70421,0.504,True
Erecta.,1486,33832,0.6401,False
Erecta.,1866,14794,0.8489,False
Rastrera.,1848,20080,0.5267,False
Semierecta.,1601,73953,0.9904,True
Rastrera.,1106,50800,0.4877,False
Erecta.,1188,68391,0.1757,False
Rastrera.,1409,69635,0.9396,True
Semierecta.,1654,21005,0.3319,False
Erecta.,1572,74847,0.466,False
Rastrera.,1797,80426,0.8257,True
Erecta.,1498,84110,0.3198,True
Erecta.,1886,43582,0.3826,True
Erecta.,1795,32335,0.0051,False
Rastrera.,1770,38299,0.1815,True
Erecta.,1767,35869,0.1347,True
Rastrera.,1469,19756,0.2682,False
Erecta.,1165,65556,0.3302,False
Semierecta.,1186,48502,0.9624,False
Semierecta.,1747,20301,0.5309,True
Semierecta.,1047,48997,0.9252,True
Semierecta.,1511,62905,0.7803,True
Rastrera.,1115,56517,0.6644,False
Erecta.,1919,22935,0.6173,False
Semierecta.,1092,55391,0.6444,False
Semierecta.,1579,89237,0.1811,True
Erecta.,1537,21705,0.4389,False
Erecta.,1216,88993,0.0027,False
Erecta.,1473,86228,0.2933,True
Rastrera.,1975,21691,0.1848,False
Rastrera.,1164,55671,0.2149,False
Semierecta.,1426,25308,0.7628,True
Erecta.,1945,84465,0.6736,False
Erecta.,1559,83431,0.4105,True
Rastrera.,1194,52891,0.3715,False
Erecta.,1199,12710,0.7881,False
Rastrera.,1756,41883,0.5949,False
Erecta.,1950,93859,0.9385,True
Rastrera.,1228,6223,0.412,True
Semierecta.,1309,16196,0.6763,False
Rastrera.,1848,2706,0.2247,False
Erecta.,1214,65505,0.6773,False
Rastrera.,1339,84532,0.9522,False
Erecta.,1319,5177,0.8044,False
Erecta.,1554,51596,0.3042,False
Erecta.,1374,1234,0.2048,True
Erecta.,1362,71770,0.5599,True
Erecta.,1868,17943,0.5699,False
Rastrera.,1861,79831,0.3667,False
Erecta.,1990,65881,0.8751,True
Semierecta.,1974,5756,0.1418,False
Semierecta.,1066,54329,0.8762,True
Semierecta.,1833,67425,0.2281,True
Semierecta.,1081,9216,0.8037,True
Rastrera.,1448,9496,0.5254,True
Erecta.,1766,46172,0.298,False
Semierecta.,1095,64952,0.6403,True
Semierecta.,1323,47596,0.0179,True
Erecta.,1246,71631,0.6524,False
Rastrera.,1871,50009,0.8238,True
Rastrera.,1548,26056,0.0702,False
Rastrera.,1513,47719,0.7745,True
Rastrera.,1220,23889,0.412,True
Erecta.,1853,40966,0.1939,False
Erecta.,1114,66633,0.2834,False
Rastrera.,1317,59400,0.9493,True
Rastrera.,1484,12524,0.2341,False
Rastrera.,1093,70578,0.151,True
Rastrera.,1141,7989,0.0339,False
Semierecta.,1646,5342,0.7745,True
Semierecta.,1825,1357,0.5806,False
Semierecta.,1813,60622,0.259,True
Erecta.,1631,99883,0.2462,True
Erecta.,1903,11024,0.4244,False
Semierecta.,1114,95504,0.8171,False
Rastrera.,1867,15777,0.7027,False
Semierecta.,1454,52268,0.5352,False
Semierecta.,1903,63596,0.5635,False
Erecta.,1681,56863,0.5773,False
Semierecta.,1967,26587,0.4025,False
Semierecta.,1516,90999,0.444,False
Semierecta.,1615,76781,0.1998,True
Rastrera.,1366,41550,0.8086,True
Rastrera.,1793,78189,0.8226,False
Semierecta.,1085,96388,0.3458,True
Rastrera.,1144,89844,0.057,False
Erecta.,1425,56120,0.1902,True
Semierecta.,1708,47346,0.5033,False
Semierecta.,1682,11460,0.9912,True
Erecta.,1592,24304,0.4707,False
Rastrera.,1706,1356,0.5454,True
Rastrera.,1389,41672,0.9085,True
Semierecta.,1720,36324,0.3583,False
Erecta.,1365,80052,0.2848,True
Semierecta.,1996,71827,0.9958,True
Erecta.,1945,88623,0.0824,True
Rastrera.,1462,38735,0.6284,False
Semierecta.,1142,76625,0.0053,False
Rastrera.,1912,78706,0.7957,True
Rastrera.,1630,70226,0.1504,False
Erecta.,1952,17555,0.6219,False
Rastrera.,1416,40064,0.1174,True
Erecta.,1761,5645,0.7704,True
Rastrera.,1303,47365,0.486,False
Erecta.,1677,70499,0.8588,False
Erecta.,1340,40451,0.4897,True
Erecta.,1665,6695,0.5345,True
Rastrera.,1612,94981,0.6989,False
Rastrera.,1137,97478,0.8739,True
Rastrera.,1226,44284,0.3978,True
Rastrera.,1157,96514,0.1577,True
Semierecta.,1237,79841,0.3054,False
Semierecta.,1091,54089,0.4734,True
Rastrera.,1255,62267,0.9583,True
Erecta.,1334,2585,0.6563,False
Semierecta.,1783,39137,0.253,False
Erecta.,1944,42841,0.4424,True
Semierecta.,1461,22374,0.3213,True
Rastrera.,1731,94109,0.9638,False
Rastrera.,1120,87709,0.922,True
Semierecta.,1616,44010,0.1023,False
Rastrera.,1103,66114,0.5613,True
Erecta.,1925,75810,0.7874,False
Rastrera.,1088,63173,0.0181,False
Rastrera.,1652,82378,0.3388,False
Semierecta.,1906,74180,0.2719,True
Rastrera.,1201,3953,0.7882,False
Rastrera.,1191,19841,0.0964,False
Erecta.,1351,37947,0.5063,True
Erecta.,1887,23141,0.1337,True
Semierecta.,1608,45536,0.9539,False
Semierecta.,1715,54807,0.7905,True
Rastrera.,1991,39262,0.2015,False
Rastrera.,1537,131,0.083,False
Rastrera.,1305,18950,0.5592,True
Semierecta.,1894,49153,0.0797,False
Erecta.,1182,91657,0.3774,False
Rastrera.,1839,3423,0.5646,False
Erecta.,1768,39359,0.6066,False
Rastrera.,1701,73410,0.5933,True
Erecta.,1513,2960,0.0933,False
Erecta.,1056,85649,0.4403,False
Rastrera.,1891,80117,0.2335,False
Semierecta.,1415,40949,0.6631,True
Rastrera.,1978,21798,0.9484,False
Rastrera.,1535,93124,0.1737,True
Rastrera.,1154,22764,0.6929,True
Erecta.,1846,99116,0.893,True
Erecta.,1718,59118,0.9036,False
Rastrera.,1774,73677,0.4689,False
Semierecta.,1850,80439,0.4065,False
Rastrera.,1862,1878,0.745,True
Semierecta.,1029,19966,0.6484,True
Erecta.,1333,4733,0.6573,False
Rastrera.,1189,89536,0.7761,True
Erecta.,1040,22159,0.6915,False
Semierecta.,1841,86844,0.9592,False
Semierecta.,1165,25212,0.0257,True
Rastrera.,1836,96877,0.6566,False
Semierecta.,1483,48934,0.7338,False
Erecta.,1349,9796,0.1926,True
Erecta.,1923,86959,0.8222,True
Erecta.,1743,39526,0.0376,True
Erecta.,1679,52846,0.1026,False
Rastrera.,1905,94843,0.6216,True
Rastrera.,1507,38252,0.4252,True
Semierecta.,1950,32932,0.4459,True
Erecta.,1354,43314,0.6154,True
Semierecta.,1545,39848,0.5999,False
Semierecta.,1041,4848,0.8246,False
Semierecta.,1518,14205,0.2245,False
Semierecta.,1081,35139,0.7239,False
Erecta.,1275,32990,0.1703,True
Erecta.,1228,40356,0.8138,True
Erecta.,1082,97286,0.856,True
Semierecta.,1559,58578,0.0429,False
Semierecta.,1584,40015,0.7086,True
Semierecta.,1942,99002,0.7516,True
Semierecta.,1052,3317,0.9998,True
Rastrera.,1183,32983,0.7208,True
Rastrera.,1459,52416,0.3045,False
Erecta.,1718,35576,0.0549,False
Rastrera.,1542,38441,0.8632,False
Rastrera.,1237,71268,0.7671,True
Semierecta.,1420,90483,0.7391,False
Rastrera.,1497,11660,0.742,True
Semierecta.,1023,50137,0.9408,True
Semierecta.,1651,55374,0.3373,True
Rastrera.,1676,44570,0.2893,False
Semierecta.,1498,25151,0.658,False
Erecta.,1720,22117,0.9602,False
Erecta.,1254,88621,0.4065,True
Erecta.,1101,50657,0.8852,True
Semierecta.,1091,50553,0.4683,True
Rastrera.,1749,97630,0.1432,False
Rastrera.,1172,52318,0.2816,False
Erecta.,1665,73043,0.8934,True
Rastrera.,1556,77316,0.2963,True
Erecta.,1723,36570,0.7228,True
Semierecta.,1307,51371,0.1204,True
Erecta.,1693,60427,0.7464,True
Rastrera.,1921,97791,0.4785,False
Erecta.,1030,42496,0.0266,False
Rastrera.,1990,10205,0.3257,False
Erecta.,1791,44465,0.2219,True
Rastrera.,1795,95970,0.6294,False
Semierecta.,1022,63056,0.1245,True
Semierecta.,1493,29286,0.2421,True
Erecta.,1203,41398,0.3908,True
Erecta.,1656,59687,0.3375,False
Semierecta.,1148,55173,0.6209,True
Semierecta.,1559,26920,0.3792,True
Semierecta.,1410,73845,0.4778,False
Semierecta.,1694,94269,0.1586,True
Semierecta.,1462,80864,0.7952,True
Semierecta.,1073,86394,0.1158,True
Rastrera.,1032,68867,0.4325,True
Semierecta.,1078,71440,0.9996,False
Semierecta.,1534,14045,0.2692,True
Erecta.,1839,15733,0.4821,True
Rastrera.,1191,70041,0.1508,False
Semierecta.,1775,40911,0.8636,False
Rastrera.,1139,9103,0.9206,True
Semierecta.,1666,73118,0.9102,False
Rastrera.,1907,54818,0.4919,True
Erecta.,1077,82992,0.6264,False
Erecta.,1018,94031,0.8404,False
Erecta.,1948,42756,0.2564,False
Rastrera.,1411,10457,0.2826,True
Semierecta.,1715,17210,0.5551,False
Rastrera.,1876,33941,0.0192,False
Rastrera.,1258,35219,0.0693,False
Rastrera.,1899,19755,0.2683,True
Erecta.,1675,46804,0.2112,False
Semierecta.,1482,52421,0.6137,False
Erecta.,1905,92029,0.0783,False
Erecta.,1624,91836,0.1387,True
Semierecta.,1145,41881,0.0704,False
Semierecta.,1384,99615,0.326,True
Rastrera.,1510,90019,0.0434,False
Rastrera.,1118,73694,0.7932,False
Rastrera.,1779,20910,0.414,False
Semierecta.,1592,17805,0.0345,False
Semierecta.,1197,99727,0.7221,True
Erecta.,1985,35119,0.006,False
Erecta.,1166,8185,0.8203,True
Rastrera.,1597,57973,0.9017,True
Semierecta.,1939,56578,0.9009,True
Erecta.,1619,42543,0.0316,True
Rastrera.,1948,77975,0.2023,False
Rastrera.,1529,61138,0.7408,True
Rastrera.,1209,39107,0.155,False
Rastrera.,1022,15759,0.5608,False
Rastrera.,1890,36265,0.1554,True
Semierecta.,1894,38753,0.2194,True
Semierecta.,1109,18610,0.4678,False
Rastrera.,1756,18062,0.6574,True
Rastrera.,1733,65254,0.5133,False
Rastrera.,1731,58374,0.2245,True
Rastrera.,1575,43430,0.3386,False
Erecta.,1160,46884,0.5091,True
Semierecta.,1378,50000,0.5502,False
Semierecta.,1480,86537,0.0349,False
Rastrera.,1846,38522,0.065,True
Rastrera.,1395,40806,0.9575,False
Semierecta.,1700,27232,0.2185,True
Rastrera.,1386,66418,0.7037,True
Semierecta.,1351,40426,0.898,True
Erecta.,1717,32732,0.0156,False
Erecta.,1697,33816,0.0557,False
Erecta.,1343,79614,0.5904,False
Erecta.,1803,4476,0.1699,False
Semierecta.,1643,19099,0.1454,True
Semierecta.,1867,21771,0.3784,True
Semierecta.,1095,62687,0.579,False
Semierecta.,1006,80487,0.7307,False
Rastrera.,1770,46134,0.3656,False
Erecta.,1363,87077,0.6887,True
Semierecta.,1825,10394,0.4666,True
Rastrera.,1836,61468,0.5787,True
Rastrera.,1932,47414,0.8764,False
Erecta.,1728,1535,0.679,True
Erecta.,1364,94335,0.8885,False
Erecta.,1559,85320,0.2292,True
Semierecta.,1210,99605,0.4935,False
Semierecta.,1358,23261,0.9307,False
Rastrera.,1885,44526,0.9251,False
Erecta.,1515,4399,0.9405,True
Rastrera.,1009,84615,0.1343,False
Rastrera.,1907,88516,0.5051,False
Rastrera.,1204,1633,0.6487,False
Erecta.,1843,81264,0.6744,True
Rastrera.,1872,54470,0.8244,True
Erecta.,1816,41700,0.3311,False
Erecta.,1265,1753,0.3115,False
Semierecta.,1655,42797,0.8214,False
Rastrera.,1011,85357,0.3967,False
Rastrera.,1308,16646,0.9691,True
Rastrera.,1910,70800,0.9738,True
Semierecta.,1259,26470,0.2073,False
Semierecta.,1372,42688,0.6019,False
Rastrera.,1376,99933,0.8201,False
Erecta.,1703,75703,0.0706,True
Semierecta.,1258,99132,0.2011,False
Rastrera.,1596,79300,0.3639,True
Semierecta.,1457,49963,0.5609,True
Semierecta.,1616,80451,0.8435,True
Semierecta.,1853,53532,0.1788,True
Semierecta.,1005,8808,0.9865,True
Rastrera.,1869,47359,0.831,False
Semierecta.,1099,70475,0.7726,True
Semierecta.,1274,19814,0.3448,False
Erecta.,1432,7601,0.2452,False
Erecta.,1577,16797,0.2273,True
Rastrera.,1276,19585,0.313,False
Semierecta.,1893,65297,0.5328,True
Rastrera.,1439,16876,0.5217,False
Erecta.,1637,3726,0.4152,False
Semierecta.,1834,42593,0.3691,True
Rastrera.,1747,37111,0.7002,True
Erecta.,1963,30946,0.7698,False
Rastrera.,1794,78120,0.8899,False
Erecta.,1437,47580,0.5902,True
Semierecta.,1056,84413,0.9237,True
Semierecta.,1359,80782,0.7803,True
Erecta.,1691,81820,0.8697,False
Erecta.,1774,23112,0.6641,True
Semierecta.,1017,15037,0.4855,True
Semierecta.,1863,29908,0.9794,True
Erecta.,1649,37068,0.953,True
Erecta.,1047,75538,0.2717,True
Rastrera.,1119,70193,0.3281,False
Semierecta.,1600,44498,0.5438,True
Rastrera.,1795,98360,0.7038,False
Rastrera.,1320,13654,0.4404,False
Erecta.,1639,79042,0.0909,True
Rastrera.,1254,57859,0.0279,True
Rastrera.,1494,49213,0.8585,False
Erecta.,1403,24225,0.6453,True
Erecta.,1976,3842,0.1439,True
Erecta.,1191,78321,0.5779,False
Rastrera.,1001,10961,0.1879,False
Erecta.,1557,76633,0.9288,False
Erecta.,1752,1643,0.3785,False
Semierecta.,1874,4209,0.8734,True
Semierecta.,1633,98659,0.9202,True
Semierecta.,1267,6406,0.9919,False
Semierecta.,1860,13452,0.3124,True
Erecta.,1211,33143,0.3185,True
Semierecta.,1895,9604,0.0132,False
Semierecta.,1327,63732,0.6122,True
Semierecta.,1015,55395,0.3763,False
Erecta.,1757,90114,0.2442,False
Rastrera.,1138,27562,0.5755,False
Erecta.,1436,73392,0.1676,False
Erecta.,1839,88824,0.119,False
Erecta.,1925,50164,0.9899,False
Erecta.,1867,68842,0.7468,False
Rastrera.,1635,17966,0.1296,False
Rastrera.,1268,23719,0.3582,True
Erecta.,1662,83098,0.0817,True
Erecta.,1248,6660,0.7129,True
Rastrera.,1566,52815,0.0147,True
Rastrera.,1995,37067,0.77,False
Erecta.,1815,36891,0.258,True
Erecta.,1240,5222,0.5403,True
Rastrera.,1519,14081,0.2911,True
Erecta.,1785,12333,0.5568,True
Rastrera.,1883,11893,0.7935,False
Rastrera.,1704,60493,0.8878,False
Rastrera.,1906,33400,0.6903,False
Semierecta.,1955,292,0.9405,True
Erecta.,1340,32848,0.7598,False
Erecta.,1964,30252,0.0562,True
Rastrera.,1394,14374,0.3359,True
Semierecta.,1475,95499,0.9784,False
Semierecta.,1129,32054,0.6427,True
Rastrera.,1057,44414,0.1402,True
Rastrera.,1156,11277,0.6294,False
Rastrera.,1563,16170,0.4919,False
Erecta.,1911,33529,0.1064,False
Rastrera.,1283,37979,0.6378,False
Semierecta.,1242,23933,0.182,False
Rastrera.,1805,24183,0.5599,False
Semierecta.,1630,44356,0.816,False
Rastrera.,1716,30848,0.8627,True
Erecta.,1350,71507,0.5132,True
Erecta.,1615,73178,0.2133,False
Semierecta.,1684,83449,0.8802,False
Rastrera.,1650,74863,0.0056,False
Semierecta.,1976,40777,0.432,False
Semierecta.,1402,58680,0.1811,False
Rastrera.,1883,28734,0.6088,False
Erecta.,1013,41893,0.4785,True
Semierecta.,1252,86851,0.4874,False
Rastrera.,1149,81058,0.7621,True
Rastrera.,1639,37648,0.2914,True
Erecta.,1739,78486,0.7223,True
Semierecta.,1827,35229,0.7098,True
Rastrera.,1562,99951,0.5333,False
Erecta.,1144,34628,0.8004,False
Erecta.,1378,14024,0.9238,False
Semierecta.,1587,90530,0.6991,True
Erecta.,1092,94825,0.1695,False
Semierecta.,1770,77998,0.9952,True
Rastrera.,1410,90974,0.1218,False
Semierecta.,1178,66282,0.299,False
Semierecta.,1669,87374,0.8043,True
Semierecta.,1586,77533,0.4507,False
Semierecta.,1753,40656,0.2577,True
Erecta.,1595,63412,0.0136,True
Erecta.,1524,37006,0.6005,True
Semierecta.,1581,93047,0.8717,True
Semierecta.,1141,62241,0.1106,False
Rastrera.,1970,95865,0.1648,True
Erecta.,1751,775,0.9962,True
Rastrera.,1567,29123,0.6693,False
Erecta.,1454,76502,0.757,True
Semierecta.,1094,53913,0.1936,True
Erecta.,1531,41082,0.0113,True
Semierecta.,1393,14819,0.1799,False
Erecta.,1009,83686,0.6111,True
Semierecta.,1815,38413,0.6959,False
Rastrera.,1102,38871,0.6044,False
Semierecta.,1534,49161,0.7532,False
Erecta.,1879,25849,0.7649,True
Rastrera.,1170,63681,0.3201,True
Semierecta.,1534,20047,0.5997,False
Rastrera.,1987,66155,0.2904,False
Semierecta.,1501,87000,0.7785,False
Semierecta.,1210,5130,0.2942,True
Erecta.,1471,13838,0.7961,True
Semierecta.,1833,33921,0.4922,False
Erecta.,1129,81646,0.1924,True
Rastrera.,1278,77791,0.2003,True
Erecta.,1056,12126,0.0625,True
Erecta.,1308,50932,0.9874,True
Rastrera.,1733,84625,0.4187,True
Rastrera.,1233,66914,0.2103,False
Rastrera.,1697,83295,0.8986,False
Semierecta.,1838,84491,0.6359,False
Erecta.,1914,86408,0.6105,False
Semierecta.,1043,79448,0.6546,False
Erecta.,1325,20921,0.549,False
Erecta.,1976,80185,0.2916,False
Semierecta.,1882,51434,0.6904,False
Rastrera.,1061,12396,0.818,True
Rastrera.,1708,92977,0.7767,False
Rastrera.,1044,88986,0.3411,False
Rastrera.,1529,23098,0.1185,False
Rastrera.,1003,96397,0.8143,False
Semierecta.,1011,85902,0.5122,True
Erecta.,1092,38810,0.0431,False
Semierecta.,1933,14703,0.5904,False
Semierecta.,1805,74755,0.6666,False
Rastrera.,1759,55060,0.3776,False
Semierecta.,1139,85470,0.7931,False
Rastrera.,1396,75669,0.8396,True
Semierecta.,1529,92863,0.1289,False
Rastrera.,1330,43682,0.2722,True
Erecta.,1659,54446,0.1782,True
Semierecta.,1558,65156,0.3482,False
Erecta.,1913,61181,0.6705,True
Erecta.,1523,48839,0.9417,False
Rastrera.,1185,42708,0.8084,False
Semierecta.,1247,88543,0.6705,False
Rastrera.,1255,93239,0.6232,False
Erecta.,1200,91887,0.9579,False
Rastrera.,1677,33522,0.6221,True
Erecta.,1321,70780,0.0419,False
Rastrera.,1007,62656,0.3183,False
Rastrera.,1281,94445,0.2486,False
Rastrera.,1593,30341,0.9314,False
Erecta.,1461,68891,0.1641,True
Erecta.,1354,82290,0.5876,True
Rastrera.,1352,100,0.7328,True
Erecta.,1320,27847,0.3753,True
Erecta.,1497,89403,0.7971,True
Rastrera.,1901,742,0.9052,False
Semierecta.,1987,18280,0.857,False
Rastrera.,1114,1739,0.7934,False
Erecta.,1593,28406,0.7043,True
Rastrera.,1490,49729,0.6736,True
Semierecta.,1855,7906,0.6819,True
Erecta.,1278,15326,0.8251,True
Semierecta.,1147,91585,0.5812,True
Erecta.,1535,16220,0.932,False
Erecta.,1093,56129,0.17,False
Erecta.,1994,72186,0.7672,True
Semierecta.,1032,29068,0.4646,True
Rastrera.,1840,16754,0.6738,False
Erecta.,1689,82224,0.915,True
Rastrera.,1192,60388,0.559,False
Semierecta.,1173,83496,0.955,True
Semierecta.,1103,16864,0.8584,False
Semierecta.,1487,37175,0.826,True
Semierecta.,1417,3548,0.3767,True
Erecta.,1697,45107,0.9825,True
Erecta.,1082,85521,0.455,True
Erecta.,1780,80048,0.4866,False
Erecta.,1351,40832,0.0132,False
Erecta.,1082,73361,0.9475,False
Semierecta.,1989,58790,0.4813,False
Semierecta.,1558,95331,0.669,True
Rastrera.,1289,59052,0.4958,False
Rastrera.,1193,33104,0.2057,False
Erecta.,1615,67978,0.1872,False
Semierecta.,1607,99451,0.0924,True
Rastrera.,1886,61525,0.1903,False
Erecta.,1424,7064,0.5091,False
Semierecta.,1045,79774,0.5644,True
Rastrera.,1391,8042,0.5112,True
Semierecta.,1394,52197,0.7116,True
Erecta.,1671,87229,0.3296,False
Semierecta.,1914,74617,0.9153,True
Erecta.,1812,70527,0.2906,True
Semierecta.,1252,80582,0.7864,True
Erecta.,1143,96315,0.7097,True
Semierecta.,1253,85702,0.7951,True
Erecta.,1411,57590,0.0591,False
Semierecta.,1755,27012,0.1711,False
Erecta.,1577,46865,0.2514,False
Semierecta.,1887,23638,0.1421,False
Semierecta.,1853,13699,0.7666,False
Semierecta.,1185,84110,0.6772,False
Semierecta.,1715,42427,0.5051,False
Rastrera.,1434,89753,0.6844,True
Semierecta.,1092,14514,0.9594,False
Erecta.,1050,86749,0.2945,False
Semierecta.,1092,20402,0.2108,False
Semierecta.,1873,49993,0.5234,True
Rastrera.,1194,20514,0.4605,False
Semierecta.,1084,38522,0.7549,True
Semierecta.,1066,76289,0.1807,False
Erecta.,1685,8385,0.7903,False
Erecta.,1459,88314,0.7197,True
Rastrera.,1500,80724,0.9977,True
Rastrera.,1287,5989,0.8978,True
Erecta.,1141,9379,0.4745,False
Erecta.,1879,18956,0.0505,False
Semierecta.,1655,52286,0.5334,False
Rastrera.,1440,20969,0.0543,False
Erecta.,1333,37543,0.5815,False
Semierecta.,1108,15998,0.6125,True
Erecta.,1113,11955,0.0376,False
Rastrera.,1393,20733,0.2904,True
Erecta.,1716,36370,0.3664,True
Rastrera.,1820,37681,0.449,False
Rastrera.,1918,87582,0.4602,True
Rastrera.,1623,6281,0.6136,True
Erecta.,1026,89718,0.5424,False
Erecta.,1693,25723,0.8645,False
Rastrera.,1231,21483,0.6549,False
Semierecta.,1448,43357,0.4311,False
Erecta.,1550,28875,0.2705,False
Semierecta.,1031,31072,0.7964,False
Erecta.,1170,68347,0.239,False
Erecta.,1967,55017,0.3953,True
Semierecta.,1904,54002,0.6503,False
Rastrera.,1439,33981,0.8445,True
